date_of_census,measure,count,table
2021-06-21,total_single_adults_in_shelter,17412,DHS daily census
2021-06-21,families_with_children_in_shelter,8704,DHS daily census
2021-06-21,adult_families_in_shelter,1728,DHS daily census
2021-06-20,total_individuals_in_shelter,47644,DHS daily census
2021-06-20,total_single_adults_in_shelter,17378,DHS daily census
2021-06-20,families_with_children_in_shelter,8767,DHS daily census
2021-06-20,adult_families_in_shelter,1723,DHS daily census
2021-06-19,total_individuals_in_shelter,47667,DHS daily census
2021-06-19,total_single_adults_in_shelter,17383,DHS daily census
2021-06-19,families_with_children_in_shelter,8775,DHS daily census
2021-06-19,adult_families_in_shelter,1722,DHS daily census
2021-06-18,total_individuals_in_shelter,47755,DHS daily census
2021-06-18,total_single_adults_in_shelter,17455,DHS daily census
2021-06-18,families_with_children_in_shelter,8777,DHS daily census
2021-06-18,adult_families_in_shelter,1722,DHS daily census
2021-06-17,total_individuals_in_shelter,47658,DHS daily census
2021-06-17,total_single_adults_in_shelter,17407,DHS daily census
2021-06-17,families_with_children_in_shelter,8755,DHS daily census
2021-06-17,adult_families_in_shelter,1728,DHS daily census
2021-06-16,total_individuals_in_shelter,47762,DHS daily census
2021-06-16,total_single_adults_in_shelter,17472,DHS daily census
2021-06-16,families_with_children_in_shelter,8768,DHS daily census
2021-06-16,adult_families_in_shelter,1737,DHS daily census
2021-06-15,total_individuals_in_shelter,47746,DHS daily census
2021-06-15,total_single_adults_in_shelter,17462,DHS daily census
2021-06-15,families_with_children_in_shelter,8759,DHS daily census
2021-06-15,adult_families_in_shelter,1738,DHS daily census
2021-06-14,total_individuals_in_shelter,47829,DHS daily census
2021-06-14,total_single_adults_in_shelter,17513,DHS daily census
2021-06-14,families_with_children_in_shelter,8762,DHS daily census
2021-06-14,adult_families_in_shelter,1739,DHS daily census
2021-06-13,total_individuals_in_shelter,47897,DHS daily census
2021-06-13,total_single_adults_in_shelter,17471,DHS daily census
2021-06-13,families_with_children_in_shelter,8800,DHS daily census
2021-06-13,adult_families_in_shelter,1736,DHS daily census
2021-06-12,total_individuals_in_shelter,47873,DHS daily census
2021-06-12,total_single_adults_in_shelter,17429,DHS daily census
2021-06-12,families_with_children_in_shelter,8802,DHS daily census
2021-06-12,adult_families_in_shelter,1735,DHS daily census
2021-06-11,total_individuals_in_shelter,47888,DHS daily census
2021-06-11,total_single_adults_in_shelter,17422,DHS daily census
2021-06-11,families_with_children_in_shelter,8808,DHS daily census
2021-06-11,adult_families_in_shelter,1740,DHS daily census
2021-06-10,total_individuals_in_shelter,47947,DHS daily census
2021-06-10,total_single_adults_in_shelter,17447,DHS daily census
2021-06-10,families_with_children_in_shelter,8817,DHS daily census
2021-06-10,adult_families_in_shelter,1732,DHS daily census
2021-06-09,total_individuals_in_shelter,47798,DHS daily census
2021-06-09,total_single_adults_in_shelter,17431,DHS daily census
2021-06-09,families_with_children_in_shelter,8776,DHS daily census
2021-06-09,adult_families_in_shelter,1735,DHS daily census
2021-06-08,total_individuals_in_shelter,47919,DHS daily census
2021-06-08,total_single_adults_in_shelter,17480,DHS daily census
2021-06-08,families_with_children_in_shelter,8798,DHS daily census
2021-06-08,adult_families_in_shelter,1737,DHS daily census
2021-06-07,total_individuals_in_shelter,47942,DHS daily census
2021-06-07,total_single_adults_in_shelter,17496,DHS daily census
2021-06-07,families_with_children_in_shelter,8800,DHS daily census
2021-06-07,adult_families_in_shelter,1746,DHS daily census
2021-06-06,total_individuals_in_shelter,47977,DHS daily census
2021-06-06,total_single_adults_in_shelter,17437,DHS daily census
2021-06-06,families_with_children_in_shelter,8847,DHS daily census
2021-06-06,adult_families_in_shelter,1731,DHS daily census
2021-06-05,total_individuals_in_shelter,47892,DHS daily census
2021-06-05,total_single_adults_in_shelter,17387,DHS daily census
2021-06-05,families_with_children_in_shelter,8830,DHS daily census
2021-06-05,adult_families_in_shelter,1733,DHS daily census
2021-06-04,total_individuals_in_shelter,47984,DHS daily census
2021-06-04,total_single_adults_in_shelter,17476,DHS daily census
2021-06-04,families_with_children_in_shelter,8819,DHS daily census
2021-06-04,adult_families_in_shelter,1744,DHS daily census
2021-06-03,total_individuals_in_shelter,48108,DHS daily census
2021-06-03,total_single_adults_in_shelter,17551,DHS daily census
2021-06-03,families_with_children_in_shelter,8842,DHS daily census
2021-06-03,adult_families_in_shelter,1738,DHS daily census
2021-06-02,total_individuals_in_shelter,47961,DHS daily census
2021-06-02,total_single_adults_in_shelter,17487,DHS daily census
2021-06-02,families_with_children_in_shelter,8821,DHS daily census
2021-06-02,adult_families_in_shelter,1737,DHS daily census
2021-06-01,total_individuals_in_shelter,48093,DHS daily census
2021-06-01,total_single_adults_in_shelter,17574,DHS daily census
2021-06-01,families_with_children_in_shelter,8835,DHS daily census
2021-06-01,adult_families_in_shelter,1744,DHS daily census
2021-05-31,total_individuals_in_shelter,48228,DHS daily census
2021-05-31,total_single_adults_in_shelter,17583,DHS daily census
2021-05-31,families_with_children_in_shelter,8872,DHS daily census
2021-05-31,adult_families_in_shelter,1748,DHS daily census
2021-05-30,total_individuals_in_shelter,48330,DHS daily census
2021-05-30,total_single_adults_in_shelter,17671,DHS daily census
2021-05-30,families_with_children_in_shelter,8879,DHS daily census
2021-05-30,adult_families_in_shelter,1743,DHS daily census
2021-05-29,total_individuals_in_shelter,48291,DHS daily census
2021-05-29,total_single_adults_in_shelter,17684,DHS daily census
2021-05-29,families_with_children_in_shelter,8858,DHS daily census
2021-05-29,adult_families_in_shelter,1738,DHS daily census
2021-05-28,total_individuals_in_shelter,48253,DHS daily census
2021-05-28,total_single_adults_in_shelter,17625,DHS daily census
2021-05-28,families_with_children_in_shelter,8852,DHS daily census
2021-05-28,adult_families_in_shelter,1744,DHS daily census
2021-05-27,total_individuals_in_shelter,48240,DHS daily census
2021-05-27,total_single_adults_in_shelter,17601,DHS daily census
2021-05-27,families_with_children_in_shelter,8845,DHS daily census
2021-05-27,adult_families_in_shelter,1750,DHS daily census
2021-05-26,total_individuals_in_shelter,48199,DHS daily census
2021-05-26,total_single_adults_in_shelter,17636,DHS daily census
2021-05-26,families_with_children_in_shelter,8838,DHS daily census
2021-05-26,adult_families_in_shelter,1740,DHS daily census
2021-05-25,total_individuals_in_shelter,48188,DHS daily census
2021-05-25,total_single_adults_in_shelter,17632,DHS daily census
2021-05-25,families_with_children_in_shelter,8833,DHS daily census
2021-05-25,adult_families_in_shelter,1748,DHS daily census
2021-05-24,total_individuals_in_shelter,48274,DHS daily census
2021-05-24,total_single_adults_in_shelter,17686,DHS daily census
2021-05-24,families_with_children_in_shelter,8824,DHS daily census
2021-05-24,adult_families_in_shelter,1760,DHS daily census
2021-05-23,total_individuals_in_shelter,48235,DHS daily census
2021-05-23,total_single_adults_in_shelter,17626,DHS daily census
2021-05-23,families_with_children_in_shelter,8831,DHS daily census
2021-05-23,adult_families_in_shelter,1751,DHS daily census
2021-05-22,total_individuals_in_shelter,48255,DHS daily census
2021-05-22,total_single_adults_in_shelter,17569,DHS daily census
2021-05-22,families_with_children_in_shelter,8859,DHS daily census
2021-05-22,adult_families_in_shelter,1757,DHS daily census
2021-05-21,total_individuals_in_shelter,48294,DHS daily census
2021-05-21,total_single_adults_in_shelter,17590,DHS daily census
2021-05-21,families_with_children_in_shelter,8865,DHS daily census
2021-05-21,adult_families_in_shelter,1764,DHS daily census
2021-05-20,total_individuals_in_shelter,48388,DHS daily census
2021-05-20,total_single_adults_in_shelter,17683,DHS daily census
2021-05-20,families_with_children_in_shelter,8875,DHS daily census
2021-05-20,adult_families_in_shelter,1754,DHS daily census
2021-05-19,total_individuals_in_shelter,48372,DHS daily census
2021-05-19,total_single_adults_in_shelter,17707,DHS daily census
2021-05-19,families_with_children_in_shelter,8867,DHS daily census
2021-05-19,adult_families_in_shelter,1760,DHS daily census
2021-05-18,total_individuals_in_shelter,48492,DHS daily census
2021-05-18,total_single_adults_in_shelter,17690,DHS daily census
2021-05-18,families_with_children_in_shelter,8905,DHS daily census
2021-05-18,adult_families_in_shelter,1763,DHS daily census
2021-05-17,total_individuals_in_shelter,48647,DHS daily census
2021-05-17,total_single_adults_in_shelter,17766,DHS daily census
2021-05-17,families_with_children_in_shelter,8908,DHS daily census
2021-05-17,adult_families_in_shelter,1778,DHS daily census
2021-05-16,total_individuals_in_shelter,48756,DHS daily census
2021-05-16,total_single_adults_in_shelter,17777,DHS daily census
2021-05-16,families_with_children_in_shelter,8937,DHS daily census
2021-05-16,adult_families_in_shelter,1775,DHS daily census
2021-05-15,total_individuals_in_shelter,48782,DHS daily census
2021-05-15,total_single_adults_in_shelter,17745,DHS daily census
2021-05-15,families_with_children_in_shelter,8957,DHS daily census
2021-05-15,adult_families_in_shelter,1780,DHS daily census
2021-05-14,total_individuals_in_shelter,48762,DHS daily census
2021-05-14,total_single_adults_in_shelter,17796,DHS daily census
2021-05-14,families_with_children_in_shelter,8934,DHS daily census
2021-05-14,adult_families_in_shelter,1781,DHS daily census
2021-05-13,total_individuals_in_shelter,48808,DHS daily census
2021-05-13,total_single_adults_in_shelter,17821,DHS daily census
2021-05-13,families_with_children_in_shelter,8930,DHS daily census
2021-05-13,adult_families_in_shelter,1780,DHS daily census
2021-05-12,total_individuals_in_shelter,48785,DHS daily census
2021-05-12,total_single_adults_in_shelter,17844,DHS daily census
2021-05-12,families_with_children_in_shelter,8916,DHS daily census
2021-05-12,adult_families_in_shelter,1778,DHS daily census
2021-05-11,total_individuals_in_shelter,48808,DHS daily census
2021-05-11,total_single_adults_in_shelter,17897,DHS daily census
2021-05-11,families_with_children_in_shelter,8894,DHS daily census
2021-05-11,adult_families_in_shelter,1784,DHS daily census
2021-05-10,total_individuals_in_shelter,48934,DHS daily census
2021-05-10,total_single_adults_in_shelter,17926,DHS daily census
2021-05-10,families_with_children_in_shelter,8920,DHS daily census
2021-05-10,adult_families_in_shelter,1795,DHS daily census
2021-05-09,total_individuals_in_shelter,49184,DHS daily census
2021-05-09,total_single_adults_in_shelter,17960,DHS daily census
2021-05-09,families_with_children_in_shelter,8981,DHS daily census
2021-05-09,adult_families_in_shelter,1802,DHS daily census
2021-05-08,total_individuals_in_shelter,49096,DHS daily census
2021-05-08,total_single_adults_in_shelter,17839,DHS daily census
2021-05-08,families_with_children_in_shelter,8994,DHS daily census
2021-05-08,adult_families_in_shelter,1804,DHS daily census
2021-05-07,total_individuals_in_shelter,49117,DHS daily census
2021-05-07,total_single_adults_in_shelter,17867,DHS daily census
2021-05-07,families_with_children_in_shelter,8999,DHS daily census
2021-05-07,adult_families_in_shelter,1807,DHS daily census
2021-05-06,total_individuals_in_shelter,49147,DHS daily census
2021-05-06,total_single_adults_in_shelter,17940,DHS daily census
2021-05-06,families_with_children_in_shelter,8985,DHS daily census
2021-05-06,adult_families_in_shelter,1803,DHS daily census
2021-05-05,total_individuals_in_shelter,49267,DHS daily census
2021-05-05,total_single_adults_in_shelter,17988,DHS daily census
2021-05-05,families_with_children_in_shelter,9039,DHS daily census
2021-05-05,adult_families_in_shelter,1804,DHS daily census
2021-05-04,total_individuals_in_shelter,49195,DHS daily census
2021-05-04,total_single_adults_in_shelter,17909,DHS daily census
2021-05-04,families_with_children_in_shelter,8997,DHS daily census
2021-05-04,adult_families_in_shelter,1811,DHS daily census
2021-05-03,total_individuals_in_shelter,49208,DHS daily census
2021-05-03,total_single_adults_in_shelter,17929,DHS daily census
2021-05-03,families_with_children_in_shelter,9000,DHS daily census
2021-05-03,adult_families_in_shelter,1816,DHS daily census
2021-05-02,total_individuals_in_shelter,49221,DHS daily census
2021-05-02,total_single_adults_in_shelter,17813,DHS daily census
2021-05-02,families_with_children_in_shelter,9026,DHS daily census
2021-05-02,adult_families_in_shelter,1816,DHS daily census
2021-05-01,total_individuals_in_shelter,49259,DHS daily census
2021-05-01,total_single_adults_in_shelter,17814,DHS daily census
2021-05-01,families_with_children_in_shelter,9042,DHS daily census
2021-05-01,adult_families_in_shelter,1812,DHS daily census
2021-04-30,total_individuals_in_shelter,49338,DHS daily census
2021-04-30,total_single_adults_in_shelter,17861,DHS daily census
2021-04-30,families_with_children_in_shelter,9054,DHS daily census
2021-04-30,adult_families_in_shelter,1815,DHS daily census
2021-04-29,total_individuals_in_shelter,49456,DHS daily census
2021-04-29,total_single_adults_in_shelter,17966,DHS daily census
2021-04-29,families_with_children_in_shelter,9061,DHS daily census
2021-04-29,adult_families_in_shelter,1814,DHS daily census
2021-04-28,total_individuals_in_shelter,49559,DHS daily census
2021-04-28,total_single_adults_in_shelter,17980,DHS daily census
2021-04-28,families_with_children_in_shelter,9080,DHS daily census
2021-04-28,adult_families_in_shelter,1821,DHS daily census
2021-04-27,total_individuals_in_shelter,49522,DHS daily census
2021-04-27,total_single_adults_in_shelter,17958,DHS daily census
2021-04-27,families_with_children_in_shelter,9076,DHS daily census
2021-04-27,adult_families_in_shelter,1816,DHS daily census
2021-04-26,total_individuals_in_shelter,49646,DHS daily census
2021-04-26,total_single_adults_in_shelter,18058,DHS daily census
2021-04-26,families_with_children_in_shelter,9075,DHS daily census
2021-04-26,adult_families_in_shelter,1821,DHS daily census
