measure,count,table,date
Safe Haven Utilization,1321,single_adults,2022-02-14
Drop-in Center Overnight Census,175,single_adults,2022-02-14
Faith Bed Census,23,single_adults,2022-02-14
Veterans In Short-term Housing,182,single_adults,2022-02-14
Criminal Justice Short-term Housing,98,single_adults,2022-02-14
Single Adults,18329,combined_total_single_adults,2022-02-14
Total Individuals,46996,combined_total_shelter_census,2022-02-14
Children,14576,families_with_children,2022-02-13
Adults,11137,families_with_children,2022-02-13
Total Single Adults,16580,total_single_adults,2022-02-13
Individuals (Adults),3017,adult_families_census,2022-02-13
Safe Haven Utilization,1315,single_adults,2022-02-13
Drop-in Center Overnight Census,165,single_adults,2022-02-13
Faith Bed Census,22,single_adults,2022-02-13
Veterans In Short-term Housing,163,single_adults,2022-02-13
Criminal Justice Short-term Housing,92,single_adults,2022-02-13
Single Adults,18245,combined_total_single_adults,2022-02-13
Total Individuals,46975,combined_total_shelter_census,2022-02-13
Children,14476,families_with_children,2022-02-10
Adults,11042,families_with_children,2022-02-10
Total Single Adults,16573,total_single_adults,2022-02-10
Individuals (Adults),2997,adult_families_census,2022-02-10
Safe Haven Utilization,1323,single_adults,2022-02-10
Drop-in Center Overnight Census,146,single_adults,2022-02-10
Faith Bed Census,23,single_adults,2022-02-10
Veterans In Short-term Housing,185,single_adults,2022-02-10
Criminal Justice Short-term Housing,100,single_adults,2022-02-10
Single Adults,18250,combined_total_single_adults,2022-02-10
Total Individuals,46765,combined_total_shelter_census,2022-02-10
Children,14578,families_with_children,2022-02-09
Adults,11124,families_with_children,2022-02-09
Total Single Adults,16567,total_single_adults,2022-02-09
Individuals (Adults),3004,adult_families_census,2022-02-09
Safe Haven Utilization,1308,single_adults,2022-02-09
Drop-in Center Overnight Census,169,single_adults,2022-02-09
Faith Bed Census,21,single_adults,2022-02-09
Veterans In Short-term Housing,189,single_adults,2022-02-09
Criminal Justice Short-term Housing,100,single_adults,2022-02-09
Single Adults,18254,combined_total_single_adults,2022-02-09
Total Individuals,46960,combined_total_shelter_census,2022-02-09
Children,14532,families_with_children,2022-02-08
Adults,11092,families_with_children,2022-02-08
Total Single Adults,16552,total_single_adults,2022-02-08
Individuals (Adults),2986,adult_families_census,2022-02-08
Safe Haven Utilization,1292,single_adults,2022-02-08
Drop-in Center Overnight Census,162,single_adults,2022-02-08
Faith Bed Census,23,single_adults,2022-02-08
Veterans In Short-term Housing,185,single_adults,2022-02-08
Criminal Justice Short-term Housing,97,single_adults,2022-02-08
Single Adults,18214,combined_total_single_adults,2022-02-08
Total Individuals,46824,combined_total_shelter_census,2022-02-08
Children,14533,families_with_children,2022-02-07
Adults,11108,families_with_children,2022-02-07
Total Single Adults,16551,total_single_adults,2022-02-07
Individuals (Adults),3001,adult_families_census,2022-02-07
Safe Haven Utilization,1254,single_adults,2022-02-07
Drop-in Center Overnight Census,118,single_adults,2022-02-07
Faith Bed Census,23,single_adults,2022-02-07
Veterans In Short-term Housing,179,single_adults,2022-02-07
Criminal Justice Short-term Housing,96,single_adults,2022-02-07
Single Adults,18125,combined_total_single_adults,2022-02-07
Total Individuals,46767,combined_total_shelter_census,2022-02-07
Children,14634,families_with_children,2022-02-06
Adults,11181,families_with_children,2022-02-06
Total Single Adults,16576,total_single_adults,2022-02-06
Individuals (Adults),3015,adult_families_census,2022-02-06
Safe Haven Utilization,1315,single_adults,2022-02-06
Drop-in Center Overnight Census,105,single_adults,2022-02-06
Faith Bed Census,23,single_adults,2022-02-06
Veterans In Short-term Housing,179,single_adults,2022-02-06
Criminal Justice Short-term Housing,95,single_adults,2022-02-06
Single Adults,18198,combined_total_single_adults,2022-02-06
Total Individuals,47028,combined_total_shelter_census,2022-02-06
Children,14591,families_with_children,2022-02-03
Adults,11162,families_with_children,2022-02-03
Total Single Adults,16471,total_single_adults,2022-02-03
Individuals (Adults),3002,adult_families_census,2022-02-03
Safe Haven Utilization,1313,single_adults,2022-02-03
Drop-in Center Overnight Census,160,single_adults,2022-02-03
Faith Bed Census,28,single_adults,2022-02-03
Veterans In Short-term Housing,184,single_adults,2022-02-03
Criminal Justice Short-term Housing,97,single_adults,2022-02-03
Single Adults,18156,combined_total_single_adults,2022-02-03
Total Individuals,46911,combined_total_shelter_census,2022-02-03
Children,14586,families_with_children,2022-02-02
Adults,11157,families_with_children,2022-02-02
Total Single Adults,16538,total_single_adults,2022-02-02
Individuals (Adults),2983,adult_families_census,2022-02-02
Safe Haven Utilization,1314,single_adults,2022-02-02
Drop-in Center Overnight Census,143,single_adults,2022-02-02
Faith Bed Census,21,single_adults,2022-02-02
Veterans In Short-term Housing,184,single_adults,2022-02-02
Criminal Justice Short-term Housing,99,single_adults,2022-02-02
Single Adults,18200,combined_total_single_adults,2022-02-02
Total Individuals,46926,combined_total_shelter_census,2022-02-02
Children,14506,families_with_children,2022-02-01
Adults,11101,families_with_children,2022-02-01
Total Single Adults,16602,total_single_adults,2022-02-01
Individuals (Adults),2997,adult_families_census,2022-02-01
Safe Haven Utilization,1312,single_adults,2022-02-01
Drop-in Center Overnight Census,181,single_adults,2022-02-01
Faith Bed Census,22,single_adults,2022-02-01
Veterans In Short-term Housing,184,single_adults,2022-02-01
Criminal Justice Short-term Housing,99,single_adults,2022-02-01
Single Adults,18301,combined_total_single_adults,2022-02-01
Total Individuals,46905,combined_total_shelter_census,2022-02-01
Children,14583,families_with_children,2022-01-31
Adults,11147,families_with_children,2022-01-31
Total Single Adults,16579,total_single_adults,2022-01-31
Individuals (Adults),3007,adult_families_census,2022-01-31
Safe Haven Utilization,1305,single_adults,2022-01-31
Drop-in Center Overnight Census,134,single_adults,2022-01-31
Faith Bed Census,24,single_adults,2022-01-31
Veterans In Short-term Housing,178,single_adults,2022-01-31
Criminal Justice Short-term Housing,100,single_adults,2022-01-31
Single Adults,18220,combined_total_single_adults,2022-01-31
Total Individuals,46957,combined_total_shelter_census,2022-01-31
Children,14595,families_with_children,2022-01-30
Adults,11155,families_with_children,2022-01-30
Total Single Adults,16628,total_single_adults,2022-01-30
Individuals (Adults),2988,adult_families_census,2022-01-30
Safe Haven Utilization,1396,single_adults,2022-01-30
Drop-in Center Overnight Census,169,single_adults,2022-01-30
Faith Bed Census,20,single_adults,2022-01-30
Veterans In Short-term Housing,167,single_adults,2022-01-30
Criminal Justice Short-term Housing,98,single_adults,2022-01-30
Single Adults,18380,combined_total_single_adults,2022-01-30
Total Individuals,47118,combined_total_shelter_census,2022-01-30
Children,14648,families_with_children,2022-01-27
Adults,11193,families_with_children,2022-01-27
Total Single Adults,16696,total_single_adults,2022-01-27
Individuals (Adults),2983,adult_families_census,2022-01-27
Safe Haven Utilization,1288,single_adults,2022-01-27
Drop-in Center Overnight Census,188,single_adults,2022-01-27
Faith Bed Census,18,single_adults,2022-01-27
Veterans In Short-term Housing,176,single_adults,2022-01-27
Criminal Justice Short-term Housing,105,single_adults,2022-01-27
Single Adults,18366,combined_total_single_adults,2022-01-27
Total Individuals,47190,combined_total_shelter_census,2022-01-27
Children,14592,families_with_children,2022-01-26
Adults,11139,families_with_children,2022-01-26
Total Single Adults,16730,total_single_adults,2022-01-26
Individuals (Adults),2975,adult_families_census,2022-01-26
Safe Haven Utilization,1298,single_adults,2022-01-26
Drop-in Center Overnight Census,168,single_adults,2022-01-26
Faith Bed Census,5,single_adults,2022-01-26
Veterans In Short-term Housing,171,single_adults,2022-01-26
Criminal Justice Short-term Housing,106,single_adults,2022-01-26
Single Adults,18372,combined_total_single_adults,2022-01-26
Total Individuals,47078,combined_total_shelter_census,2022-01-26
Children,14565,families_with_children,2022-01-25
Adults,11124,families_with_children,2022-01-25
Total Single Adults,16700,total_single_adults,2022-01-25
Individuals (Adults),2978,adult_families_census,2022-01-25
Safe Haven Utilization,1280,single_adults,2022-01-25
Drop-in Center Overnight Census,172,single_adults,2022-01-25
Faith Bed Census,5,single_adults,2022-01-25
Veterans In Short-term Housing,177,single_adults,2022-01-25
Criminal Justice Short-term Housing,102,single_adults,2022-01-25
Single Adults,18334,combined_total_single_adults,2022-01-25
Total Individuals,47001,combined_total_shelter_census,2022-01-25
Children,14641,families_with_children,2022-01-24
Adults,11169,families_with_children,2022-01-24
Total Single Adults,16690,total_single_adults,2022-01-24
Individuals (Adults),2998,adult_families_census,2022-01-24
Safe Haven Utilization,1299,single_adults,2022-01-24
Drop-in Center Overnight Census,103,single_adults,2022-01-24
Faith Bed Census,16,single_adults,2022-01-24
Veterans In Short-term Housing,177,single_adults,2022-01-24
Criminal Justice Short-term Housing,100,single_adults,2022-01-24
Single Adults,18285,combined_total_single_adults,2022-01-24
Total Individuals,47093,combined_total_shelter_census,2022-01-24
Children,14554,families_with_children,2022-01-23
Adults,11111,families_with_children,2022-01-23
Total Single Adults,16653,total_single_adults,2022-01-23
Individuals (Adults),2974,adult_families_census,2022-01-23
Safe Haven Utilization,1302,single_adults,2022-01-23
Drop-in Center Overnight Census,168,single_adults,2022-01-23
Faith Bed Census,19,single_adults,2022-01-23
Veterans In Short-term Housing,171,single_adults,2022-01-23
Criminal Justice Short-term Housing,97,single_adults,2022-01-23
Single Adults,18313,combined_total_single_adults,2022-01-23
Total Individuals,46952,combined_total_shelter_census,2022-01-23
Children,14590,families_with_children,2022-01-20
Adults,11143,families_with_children,2022-01-20
Total Single Adults,16689,total_single_adults,2022-01-20
Individuals (Adults),2979,adult_families_census,2022-01-20
Safe Haven Utilization,1303,single_adults,2022-01-20
Drop-in Center Overnight Census,150,single_adults,2022-01-20
Faith Bed Census,19,single_adults,2022-01-20
Veterans In Short-term Housing,168,single_adults,2022-01-20
Criminal Justice Short-term Housing,99,single_adults,2022-01-20
Single Adults,18329,combined_total_single_adults,2022-01-20
Total Individuals,47041,combined_total_shelter_census,2022-01-20
Children,14548,families_with_children,2022-01-19
Adults,11116,families_with_children,2022-01-19
Total Single Adults,16626,total_single_adults,2022-01-19
Individuals (Adults),2973,adult_families_census,2022-01-19
Safe Haven Utilization,1300,single_adults,2022-01-19
Drop-in Center Overnight Census,100,single_adults,2022-01-19
Faith Bed Census,17,single_adults,2022-01-19
Veterans In Short-term Housing,165,single_adults,2022-01-19
Criminal Justice Short-term Housing,102,single_adults,2022-01-19
Single Adults,18208,combined_total_single_adults,2022-01-19
Total Individuals,46845,combined_total_shelter_census,2022-01-19
Children,14597,families_with_children,2022-01-18
Adults,11162,families_with_children,2022-01-18
Total Single Adults,16695,total_single_adults,2022-01-18
Individuals (Adults),2996,adult_families_census,2022-01-18
Safe Haven Utilization,1301,single_adults,2022-01-18
Drop-in Center Overnight Census,166,single_adults,2022-01-18
Faith Bed Census,16,single_adults,2022-01-18
Veterans In Short-term Housing,168,single_adults,2022-01-18
Criminal Justice Short-term Housing,102,single_adults,2022-01-18
Single Adults,18346,combined_total_single_adults,2022-01-18
Total Individuals,47101,combined_total_shelter_census,2022-01-18
Children,14609,families_with_children,2022-01-17
Adults,11161,families_with_children,2022-01-17
Total Single Adults,16641,total_single_adults,2022-01-17
Individuals (Adults),3018,adult_families_census,2022-01-17
Safe Haven Utilization,1308,single_adults,2022-01-17
Drop-in Center Overnight Census,156,single_adults,2022-01-17
Faith Bed Census,24,single_adults,2022-01-17
Veterans In Short-term Housing,169,single_adults,2022-01-17
Criminal Justice Short-term Housing,99,single_adults,2022-01-17
Single Adults,18298,combined_total_single_adults,2022-01-17
Total Individuals,47086,combined_total_shelter_census,2022-01-17
Children,14621,families_with_children,2022-01-13
Adults,11151,families_with_children,2022-01-13
Total Single Adults,16557,total_single_adults,2022-01-13
Individuals (Adults),3006,adult_families_census,2022-01-13
Safe Haven Utilization,1301,single_adults,2022-01-13
Drop-in Center Overnight Census,154,single_adults,2022-01-13
Faith Bed Census,18,single_adults,2022-01-13
Veterans In Short-term Housing,161,single_adults,2022-01-13
Criminal Justice Short-term Housing,101,single_adults,2022-01-13
Single Adults,18191,combined_total_single_adults,2022-01-13
Total Individuals,46969,combined_total_shelter_census,2022-01-13
Children,14662,families_with_children,2022-01-12
Adults,11169,families_with_children,2022-01-12
Total Single Adults,16636,total_single_adults,2022-01-12
Individuals (Adults),3003,adult_families_census,2022-01-12
Safe Haven Utilization,1302,single_adults,2022-01-12
Drop-in Center Overnight Census,151,single_adults,2022-01-12
